pgm/small/bird_256x256.pgm,"2,2",0.0006858,0.000412,652800,587776,NaN,NaN
pgm/small/bird_256x256.pgm,"4,4",0.0006978,0.0004324,652800,587776,NaN,NaN
pgm/small/bird_256x256.pgm,"8,8",0.0007136,0.000423,652800,587776,NaN,NaN
pgm/small/bird_256x256.pgm,"16,16",0.0007946,0.00041,652800,587776,NaN,NaN
pgm/small/bird_256x256.pgm,"32,32",0.0008122,0.0004192,652800,587776,NaN,NaN
pgm/medium/mandrill_512x512.pgm,"2,2",0.0031538,0.0016438,2616320,2355200,NaN,NaN
pgm/medium/mandrill_512x512.pgm,"4,4",0.0031164,0.0016228,2616320,2355200,NaN,NaN
pgm/medium/mandrill_512x512.pgm,"8,8",0.003109,0.001619,2616320,2355200,NaN,NaN
pgm/medium/mandrill_512x512.pgm,"16,16",0.0031334,0.001625,2616320,2355200,NaN,NaN
pgm/medium/mandrill_512x512.pgm,"32,32",0.0035038,0.001704,2616320,2355200,NaN,NaN
pgm/large/airfield-05_1600x1200.pgm,"2,2",0.0341232,0.0118988,19186000,17268800,NaN,NaN
pgm/large/airfield-05_1600x1200.pgm,"4,4",0.0277814,0.0114088,19186000,17268800,NaN,NaN
pgm/large/airfield-05_1600x1200.pgm,"8,8",0.0243188,0.0109362,19186000,17268800,NaN,NaN
pgm/large/airfield-05_1600x1200.pgm,"16,16",0.0213042,0.0110166,19186000,17268800,NaN,NaN
pgm/large/airfield-05_1600x1200.pgm,"32,32",0.0211648,0.0109944,19186000,17268800,NaN,NaN
